row ID,case_status
25380,0
156254,0
169240,0
185606,0
341943,0
22464,2
325942,0
31304,1
356757,1
55021,1
224584,1
22552,0
305436,1
276446,1
41702,0
173665,1
55514,0
274693,2
139409,1
167682,1
87722,1
165251,1
40093,1
315356,0
84527,1
180485,1
52258,1
249045,1
348921,1
147036,0
208127,1
275147,0
17812,1
38676,1
41216,1
34501,2
34136,1
150445,1
141685,0
279586,1
75902,1
339490,1
54650,1
324919,0
2780,1
100040,1
159275,2
136848,1
34587,1
266914,1
179360,1
358423,0
50435,0
24596,0
340732,1
228575,0
32099,1
355083,0
84554,0
38316,1
302556,1
238865,0
309839,1
233480,1
133565,1
369725,1
29844,1
313901,1
64948,0
115424,1
50704,3
111526,0
35353,2
211100,0
82982,0
322815,0
267168,0
363920,1
50354,0
230092,1
168995,2
200153,1
201324,1
55882,1
323294,1
85239,0
362478,1
317008,1
103836,0
47470,1
330996,1
142282,2
263025,1
361839,1
272926,0
218151,0
75329,0
356157,2
52171,0
336955,1
123238,1
24863,1
143270,0
288960,1
18368,0
161750,1
302942,2
108863,0
19847,0
262779,1
308367,1
102994,0
208909,1
43313,0
127392,0
70858,0
38401,0
299286,1
86872,1
88868,0
210798,1
28095,3
98190,0
325796,0
196382,1
157172,1
253810,1
282264,0
291562,1
368908,0
185742,1
148383,0
17184,1
300172,0
168113,0
118704,0
335304,0
175238,1
33908,1
296625,0
158673,1
182644,0
24849,0
123105,1
302930,0
241780,0
336680,2
342628,0
85827,1
174967,0
21770,0
24919,1
102111,0
44497,0
353663,1
244870,0
132765,0
95109,1
105902,0
210279,0
146832,1
303923,0
63546,0
155055,1
283173,0
119588,0
121576,1
75473,1
182859,0
211382,1
67493,0
259131,0
314106,2
21641,3
350997,1
205439,1
85363,0
3164,1
39629,0
15645,1
151089,0
135192,0
170267,1
314099,1
302134,0
1784,1
35644,1
324303,0
68628,0
309231,0
54002,1
221526,1
107899,0
179189,1
166679,1
217526,0
303475,0
55778,1
202191,0
58491,1
201095,0
226441,1
359805,1
25662,1
152853,1
315275,1
259633,1
245076,1
351464,0
326816,3
305417,0
113238,0
35627,1
80691,0
115327,1
314409,1
64403,1
369630,1
93419,1
155201,0
215948,1
163617,1
217624,3
31990,1
257740,0
136815,0
96331,1
319860,0
253247,0
62388,1
237444,1
322438,0
258006,1
48546,1
321999,1
122481,0
41184,0
90762,1
134001,1
85880,1
224110,1
61665,1
246783,0
162649,0
37538,2
171746,0
44033,0
283663,0
250486,0
147123,1
243824,0
290616,1
10342,1
102911,0
123395,1
117824,2
113289,1
224108,0
81321,1
1402,2
1739,0
81083,0
213338,1
248,1
327777,0
38088,1
27514,1
180522,1
146015,1
165907,1
81108,0
101855,2
170680,1
300437,2
321856,1
139784,1
196433,1
272513,0
350277,0
297621,1
15815,1
247505,1
322158,1
3481,0
225782,1
358214,0
27222,0
103678,0
194386,0
89985,1
346083,0
54236,1
12167,1
321619,0
184948,0
156307,0
284432,1
351806,2
86377,1
1553,1
354918,2
315538,3
117833,1
92218,1
283210,0
299745,0
89553,0
221899,1
294994,1
39221,1
47156,1
194025,1
270464,0
314951,1
285300,0
277113,0
25287,1
292430,2
210356,1
127558,1
362219,0
19789,0
148529,2
298971,1
241583,1
119811,1
322602,0
26137,0
286498,1
39875,1
110914,1
98156,1
163210,1
151983,2
367404,1
315300,0
206989,0
133430,0
269383,3
294230,0
131632,1
101155,0
254822,0
136682,0
79741,0
25734,0
80254,1
198372,0
307620,3
278686,1
116178,1
51180,1
260716,1
156730,0
20246,0
63170,0
179764,0
193213,3
250326,0
51341,1
80541,1
92949,1
198113,0
69920,0
308861,1
137511,1
33159,2
160023,0
34688,1
334960,0
239548,0
326847,0
365481,0
359963,1
19376,1
363723,0
196367,1
276817,1
73122,0
6000,1
367764,1
105789,2
18749,0
211353,1
41598,1
342258,0
313620,1
201940,1
283549,0
293843,1
312989,3
179659,1
186770,1
171236,1
62816,1
267705,0
248797,1
106360,1
172064,1
257179,1
301316,3
281628,0
363945,0
279918,0
280002,1
218004,1
328485,1
144988,0
119606,0
257787,0
12077,1
28978,0
66419,2
193412,1
318241,1
184839,1
177935,2
60436,0
226645,1
176836,0
94610,0
342771,1
177980,2
264163,0
56571,1
86204,1
37032,2
9596,1
140627,2
49846,0
301406,1
351206,1
215805,0
5583,0
87589,0
61098,1
85664,0
11348,2
252262,0
279217,0
92106,0
276700,0
307977,1
198631,1
122742,1
180252,0
286128,0
253726,0
361578,0
56637,0
362243,0
102318,0
257192,1
210424,1
145492,1
194123,0
314633,1
193759,1
210258,1
199345,0
347932,0
297856,0
142496,1
16233,1
158412,1
339115,1
158915,0
3716,3
158123,1
281090,0
191362,1
341835,0
282732,0
232664,0
306700,1
246640,1
249362,0
357111,1
247341,0
265495,0
61823,0
139010,1
188509,2
324265,1
310339,3
289581,2
31591,0
107176,1
99523,0
17934,1
202231,1
147480,1
318819,2
29641,1
121087,1
262909,1
252459,1
339109,0
320552,1
104848,0
49080,1
369082,0
40810,1
258853,0
288664,1
216385,0
181027,1
167644,1
135594,1
325361,1
261366,0
82179,1
186106,0
354318,1
40884,0
468,1
143472,1
16238,0
272207,1
122830,1
362374,1
343135,0
166820,0
275015,0
142297,1
138274,1
153590,0
39168,0
292719,0
205450,0
371211,1
260013,1
89522,0
323176,1
224979,1
137101,0
323538,1
355240,3
209369,1
268904,0
52115,0
260714,0
3174,1
147867,1
44408,3
331937,1
322592,1
228492,3
165446,0
111213,1
350045,3
55553,1
348019,0
350501,3
240930,1
183456,0
205144,0
137300,1
189161,1
168342,1
99816,0
204517,1
325963,0
68257,0
64442,1
149706,1
205777,1
347851,1
85348,1
187352,0
285941,1
48834,1
79585,0
57684,1
164126,1
81589,2
110409,0
96528,1
189037,0
24695,1
139226,1
53099,1
73046,1
225972,1
279902,1
159363,0
305166,0
82702,1
341627,1
33153,1
17102,1
78970,0
173729,1
183004,1
280781,0
287462,1
155007,0
140154,0
272855,1
187104,0
298449,0
254607,1
184680,1
97442,1
217383,0
33206,0
185887,1
131513,0
346402,1
122956,1
83262,0
210143,0
192286,1
316069,0
260838,3
336607,3
296402,0
283453,1
281741,1
284244,0
72325,0
39181,1
59909,3
320215,0
270000,1
69212,0
245577,1
75495,0
259671,1
339461,1
173991,0
60840,1
200491,0
286097,1
146422,0
342697,0
199066,1
247309,1
252128,1
305680,1
241816,0
213772,1
291896,1
117664,1
283543,1
77540,0
326331,0
373981,0
348806,1
233173,0
206782,0
77042,1
256592,0
354831,1
191933,0
18807,0
84328,1
340187,1
309821,0
220789,0
26189,0
244773,0
243609,1
95811,0
365051,1
90472,0
340068,1
201089,0
132272,1
276520,1
331444,1
356220,0
41308,1
342302,0
280583,1
319237,1
248247,1
161143,1
330352,0
41658,1
367986,0
95661,3
109805,0
168428,1
153730,1
116242,1
344156,1
323139,0
321529,0
176681,1
151285,2
195518,0
157746,1
115386,0
83,1
367505,1
281889,1
220681,3
26820,1
142501,0
163230,0
322481,1
228453,0
175330,1
147756,1
298176,1
163846,1
234447,1
190581,1
127415,1
63812,0
288292,1
140580,2
58584,0
226183,0
77162,2
145455,0
66147,1
310319,1
239855,0
365846,1
242279,3
326016,0
50218,1
47526,1
16563,0
67630,1
200828,0
353152,1
118205,1
17941,0
221476,1
231499,1
238443,1
87928,1
102917,1
45121,1
87388,1
78594,1
360178,0
259496,0
222643,1
112745,0
28094,1
270729,1
155313,3
344836,0
121602,0
67395,1
65536,1
163725,0
233376,0
364581,1
66393,0
196293,0
309866,1
211629,0
110002,1
325981,1
42763,0
267559,3
250681,1
4429,1
366649,1
341887,1
60018,1
325895,2
146209,0
183123,2
159395,0
27894,0
237376,1
261478,0
185757,1
42050,1
90888,1
248749,1
254831,0
319365,0
264103,0
107042,1
374240,0
342994,0
94779,1
5574,1
184543,1
322187,1
157137,1
339246,1
92650,0
239633,1
183019,1
41152,1
2606,1
49119,0
79339,0
279855,0
288542,2
65274,1
130301,1
69019,1
202924,1
2556,0
356406,2
323889,0
283405,1
246106,0
296967,0
173207,1
330397,0
17413,1
106281,1
248520,1
124053,0
104491,0
107880,0
219031,0
168656,1
100896,0
89632,0
303053,0
281363,1
370685,2
242037,0
305050,1
3802,1
1380,0
103865,1
308079,0
162248,0
6982,1
125980,1
179819,3
28086,1
155499,1
76568,1
291889,1
64578,1
316253,0
67269,0
355420,1
106090,1
134355,1
53804,0
123612,1
256499,0
97109,0
218187,2
26549,1
52135,1
330036,0
244794,1
114324,1
33177,1
46516,1
318079,0
79707,0
322201,0
178743,0
3311,1
46573,0
191614,1
206818,1
276788,0
357678,0
77953,1
307111,0
67736,1
182087,0
311900,0
342870,1
219368,1
34363,1
351117,1
253011,1
218851,0
152256,2
108940,0
333495,0
152473,1
239100,0
238861,1
298195,1
150758,1
317802,1
208942,0
243761,0
325751,0
186029,0
192816,0
88804,1
101486,1
267869,0
324138,0
53788,1
209591,1
224435,0
326997,2
204057,1
27305,1
281793,1
214609,1
3887,1
305326,1
74388,2
242734,1
154428,0
189702,0
271460,1
23015,1
21257,0
345403,0
143322,3
258474,1
29347,0
294131,1
145337,3
43449,3
131023,0
207713,0
21667,3
63082,3
233079,0
137017,0
123718,0
241950,1
56227,0
256590,3
153736,1
133589,1
120154,1
317295,0
297916,1
7792,0
74170,1
263226,1
101230,0
157759,0
178435,0
314185,1
344546,0
45413,0
53168,1
302204,0
90484,0
127597,0
90474,1
316335,0
211891,0
233803,0
175877,3
39842,1
321160,1
172155,1
229828,0
218680,0
341709,0
51355,1
207209,0
274770,1
84344,1
171090,1
223586,1
331243,0
98383,0
119549,3
37558,1
140918,0
293503,1
35789,1
340757,0
223906,0
31776,0
240147,2
246201,0
39095,1
114657,1
139039,0
55640,0
115801,1
271035,1
62149,2
4610,3
367869,1
365855,0
277307,1
108994,3
221017,1
303469,1
23932,1
18590,1
185432,0
149881,1
372968,0
224232,0
181007,0
61182,0
163047,0
285382,0
60271,0
169814,1
67577,1
21175,0
160784,0
140352,0
190681,1
363720,1
306574,3
319243,1
197426,1
45980,1
340112,0
282249,1
11092,1
343106,1
110456,2
56292,1
168412,0
238974,1
324766,1
86324,1
161524,0
323162,3
219601,1
232207,0
93409,1
129868,1
213292,0
364167,1
31158,2
176390,0
31556,1
174492,0
41807,1
352975,1
110282,0
23504,1
47224,0
210092,1
115528,1
97199,1
263845,1
355818,1
166652,0
162305,1
197078,0
342189,1
88077,0
59267,1
29949,1
76109,3
156487,0
48221,0
338617,1
49458,1
82101,1
204985,1
131670,1
359812,2
32761,0
133580,0
211648,1
364808,2
92211,3
104631,1
242538,0
296952,1
325199,1
185141,1
135326,1
5944,0
246558,1
238653,1
18777,0
348123,1
373504,1
75598,0
324094,0
17020,1
181825,0
329575,2
250564,1
128414,1
372262,0
363262,1
137226,0
63614,1
254181,1
33179,2
89312,1
53252,1
108396,0
365354,1
141849,1
250518,0
328788,1
290809,3
244330,1
239027,0
339626,1
44498,2
334700,1
90355,1
148295,1
178029,0
195084,0
61447,3
2482,1
348043,1
197188,1
361568,0
282231,1
72314,1
315897,0
125745,2
213822,1
27199,1
188393,1
117204,2
173669,1
336698,1
216344,1
186001,1
366283,0
36147,1
126402,0
89681,0
287746,2
51068,1
282302,1
331100,0
6192,1
168000,1
307845,1
280740,1
368302,2
13620,0
308817,2
295545,1
114268,0
111078,0
345012,1
2807,1
184340,0
242604,1
304047,1
324792,1
289559,0
64412,1
322144,1
311684,2
92056,0
81363,0
254912,2
363402,0
263439,3
112373,1
106492,1
97638,0
175344,1
232115,1
226280,1
295373,1
14061,0
70785,1
152820,1
196364,0
233708,0
101278,0
343544,0
170348,3
3342,0
57185,1
265869,0
338851,0
55214,1
16972,0
268051,0
92772,0
63621,1
96646,0
308717,1
63060,0
362740,1
59690,0
63339,0
111170,0
125280,0
251375,1
250313,0
135869,1
188934,1
305648,2
105131,1
4231,1
216144,1
99491,2
84507,1
349329,0
298092,1
21925,1
334804,0
153913,0
91059,1
121494,1
353785,1
254866,1
146961,1
185060,0
58899,1
28452,0
190005,1
198146,0
92637,0
100116,0
363499,0
247574,0
299076,1
312441,0
48552,1
231534,1
245384,0
241500,1
142097,1
238438,0
61524,1
172939,1
328600,0
102250,1
20879,1
229825,0
291555,1
313661,0
329489,1
150415,0
129529,0
121204,1
371726,0
50452,0
348450,0
217645,1
11012,0
119848,1
115444,2
150314,1
210466,1
295236,1
250945,0
289247,0
266811,0
90931,0
54396,1
269304,1
235196,1
64336,0
362515,1
246745,1
119449,1
38248,1
136954,3
220474,0
190875,0
284320,1
177882,1
303293,1
315464,3
239610,1
72826,2
364487,0
253837,3
337011,1
371290,0
344670,0
360566,1
46259,0
111745,0
31638,0
250289,0
318715,2
275804,1
263084,2
329355,0
242373,1
245936,1
206014,1
246312,0
193151,0
256184,0
141425,0
115717,3
177795,0
293244,0
187880,1
305656,1
96481,1
303764,1
143074,1
293139,0
154623,0
330901,0
172260,0
113208,0
8170,1
231691,1
28488,1
118233,2
156900,0
487,0
299600,2
300047,1
253717,1
246956,0
165959,1
198070,0
160025,1
104755,0
333004,1
103460,1
336736,0
67412,1
82099,1
369918,0
109206,0
57967,0
274610,1
95455,0
309843,1
69511,1
21873,1
191023,0
271201,0
308511,1
356857,1
70969,0
352319,0
127873,0
339208,0
44533,0
52909,0
106627,0
243832,1
194395,0
288646,1
300160,1
102831,0
157683,0
89565,3
65375,1
245938,0
206636,0
321522,0
268136,1
330189,3
108164,1
52929,1
156729,0
70500,1
308337,3
222986,1
332097,1
65225,1
106109,1
224225,0
257727,0
203228,1
200051,1
207088,1
331097,0
174323,0
324381,0
30064,0
197370,1
127731,1
192397,2
338671,1
234143,0
267380,0
205694,1
213851,0
4391,0
32910,0
239302,2
158101,0
254631,0
190077,0
369642,1
79882,0
259309,0
344034,1
354262,1
318820,0
111316,0
237024,0
44009,2
129064,0
324863,1
182135,1
89813,3
125411,1
173634,3
114615,1
122293,0
70332,1
165998,1
165529,0
327569,1
240724,1
206978,3
37173,0
296140,1
10328,1
161245,0
5047,0
35069,1
27735,0
29671,2
189644,0
364409,1
229497,0
68117,1
292336,0
218647,1
355819,0
57502,1
69782,2
250748,1
285589,0
119235,1
60387,1
8524,1
11600,1
113055,0
340722,0
262606,3
206146,3
107776,1
59578,0
35170,1
253127,0
39511,1
222551,0
228913,1
103779,1
25728,0
319767,1
352044,1
175498,0
89550,0
169589,1
219118,0
276697,0
308430,0
195944,1
8173,1
158237,1
29256,1
19352,1
301281,0
370371,1
141342,1
293376,1
153847,1
129083,0
342388,0
33824,3
182235,1
81374,1
373527,1
63310,1
252045,1
160610,1
208985,1
348133,1
264208,3
150326,1
141271,1
252979,0
66933,0
274153,1
324333,0
341876,1
160450,1
108137,1
129139,0
181031,1
118474,1
53677,3
155178,1
168171,0
41862,1
4101,1
184786,0
340920,0
202638,1
166117,1
314832,1
94700,0
234572,0
266733,0
292942,0
109877,1
257507,1
115647,0
337411,1
249895,1
15839,1
87817,1
176682,1
42163,1
318163,0
265250,0
56409,1
312297,1
273619,1
128546,0
55416,0
57004,1
136002,0
372060,0
328795,1
187966,3
95413,1
238257,0
277583,1
232058,1
194859,1
334521,0
255874,0
116690,0
268472,1
26436,1
64144,0
166210,1
242640,1
12924,1
356490,1
180453,0
83206,1
333302,0
76126,0
99636,0
80701,0
29012,1
220964,0
15686,1
74879,0
315623,2
19832,1
205490,1
238504,0
305464,2
46870,0
351842,1
134506,1
327359,0
291651,1
355570,0
209277,1
228777,1
228952,0
153935,0
301210,0
178883,3
367364,0
170446,0
115999,1
40365,1
243656,2
240257,0
194934,1
292058,1
127636,0
80017,2
278008,0
199324,1
373468,0
49415,1
150748,1
372669,0
128765,0
146102,1
280278,1
11143,1
15614,1
165008,1
66116,0
297167,0
306980,1
317261,1
64007,0
184751,1
326489,1
5059,3
370315,1
228593,1
363904,0
351633,1
13166,1
321148,1
109234,0
6468,0
202800,2
165340,2
194897,2
234515,1
274102,1
246708,1
272813,0
89809,0
148073,0
166396,0
58651,2
154899,0
189723,1
273321,2
196278,1
51253,0
40181,1
292288,0
181213,1
90213,0
50482,1
178740,0
52654,0
137610,3
260929,0
37712,0
118951,1
39184,1
159182,1
368324,1
228058,1
166617,0
98258,1
283849,0
292721,1
348236,0
319937,1
255086,0
203495,1
118231,0
83870,0
272257,0
245812,0
370117,3
150247,0
367497,1
256747,0
130128,1
53363,0
352870,1
193784,1
343858,1
14558,0
307920,1
274546,0
124261,1
254421,1
371488,1
89337,0
201030,1
192374,0
368742,0
28066,1
344540,1
85192,1
19730,1
312070,1
84383,0
286098,0
122999,1
42688,0
119815,0
348537,0
318504,1
37882,0
318393,1
112815,1
227859,0
27112,0
84397,1
355981,1
238888,1
44509,1
80094,1
167885,1
66307,1
166316,0
68805,3
209987,1
109009,0
306997,1
147868,3
85784,1
71120,0
346135,0
43184,0
132642,0
105654,1
25037,0
190587,0
249094,0
368992,2
97393,1
70834,1
115600,0
313721,2
29801,0
160026,3
344640,0
190281,0
70208,0
353585,1
112788,1
175402,0
328245,1
364629,0
90292,1
350493,0
373816,1
256291,1
320798,1
9845,0
96044,0
38280,1
272365,0
50715,1
225534,0
110416,2
51858,0
314694,0
216241,0
6262,1
16217,1
66533,0
319959,1
343424,0
259489,0
172842,0
149976,0
157296,1
234351,1
353766,1
11733,0
212279,0
76509,0
269649,0
32413,1
244420,0
195030,3
320708,1
218460,0
65185,0
262121,1
61623,1
290769,0
43493,0
259412,1
114751,1
135847,1
96513,1
320518,1
114005,1
29391,1
185300,1
176207,1
321508,3
179526,0
94020,1
198633,2
41558,1
329884,1
155751,0
111387,3
84038,2
272046,1
273316,0
256073,0
82375,1
124073,3
248612,0
310827,0
117297,1
160553,1
251984,0
367427,0
144347,1
182130,1
200070,1
215387,0
216465,0
370888,1
44125,0
287864,1
156601,1
301665,0
30936,0
186416,0
79435,0
327127,1
24765,0
354091,0
38908,1
150874,1
328581,1
96863,0
68534,1
133276,0
372291,1
212236,0
237265,1
347099,1
126072,0
346081,3
365358,1
245388,0
232998,1
97926,1
94884,0
25120,1
365889,0
59020,1
312451,1
262534,1
284354,1
288702,0
360985,1
271878,0
198208,2
114234,1
77425,1
356110,0
132065,1
126683,0
192383,1
335890,1
177878,1
63917,0
50982,0
187698,2
35623,0
333956,0
265753,1
252316,0
154522,1
67382,0
11805,1
161482,0
275244,1
27617,0
344100,1
298870,0
132924,1
88218,1
190719,3
85934,0
77882,1
139994,0
318551,1
65426,1
136913,0
205700,1
233300,0
355368,3
36822,1
274519,1
189551,1
237625,0
291436,1
74332,0
306789,1
311735,1
114425,0
48687,1
268702,0
83507,0
140655,1
321109,0
326025,0
45880,0
84046,1
373966,0
251119,1
241471,0
22306,0
261042,0
22872,1
170378,1
340377,0
247745,1
359434,1
162586,1
140947,1
187019,1
210432,1
42638,1
258024,0
205531,1
79620,0
250375,1
350344,1
356579,3
157244,0
105304,0
158583,1
211464,0
303185,0
280826,1
316585,0
345124,0
19268,0
34519,0
108404,0
171713,0
6792,3
29041,0
152645,1
254177,0
95793,0
129549,1
158871,0
240915,1
93718,3
201547,1
82395,0
354043,1
280594,1
147032,1
158904,1
102747,2
302022,0
229844,0
212854,1
76964,0
63457,1
27008,1
288748,0
156732,1
359779,0
121151,1
157682,2
337588,1
307623,1
337466,1
94622,1
253191,3
202276,0
208955,1
113028,0
38135,3
43441,0
178729,3
100421,0
63497,0
163479,0
337852,1
215878,0
291132,0
75321,0
193554,1
270246,1
112498,1
244482,0
367744,1
245550,0
48391,1
246899,1
319347,1
209153,1
148170,0
85481,0
300711,0
4376,0
268214,0
9534,1
168868,1
314153,1
331629,1
8228,1
177373,3
346148,0
71701,0
5416,0
321069,1
327566,1
287006,0
274662,3
113592,0
227994,1
360905,0
126941,3
43583,0
363030,0
287435,1
78749,1
113870,1
147686,0
37140,1
357215,2
11929,3
270859,1
365226,1
192670,0
28165,1
66194,2
144857,0
84121,0
6582,0
35020,0
288724,0
221758,1
80060,1
348125,0
346217,1
350288,1
313678,3
253226,0
198712,0
184073,3
311898,0
269064,1
125827,0
80854,1
27631,0
99432,1
309260,1
64491,0
342981,3
341337,2
137324,0
249656,1
32372,0
209084,0
68942,1
184683,0
